junction_detail,1st_road_class,age_of_vehicle,age_of_driver,day_of_week,time_range,speed_limit,engine_capacity_(cc),junction_detail,vehicle_type,urban_or_rural_area,road_surface_conditions,accident_severity
0,3,3,53,7,13-14,70,1798,0,9,2,1,1
0,3,16,21,4,7-8,60,750,0,5,2,1,1
0,3,12,80,7,13-14,40,1590,0,9,2,1,1
0,3,12,80,7,13-14,40,1590,0,9,2,1,1
0,4,8,42,3,17-18,50,1587,0,1,2,1,1
0,3,5,48,2,10-11,60,1995,0,9,2,1,1
0,3,8,78,2,10-11,60,1587,0,9,2,1,1
0,3,8,78,2,10-11,60,1587,0,9,2,1,1
0,3,1,40,2,10-11,60,1598,0,9,2,1,1
0,3,21,88,1,15-16,60,2799,0,9,2,1,1
0,3,21,88,1,15-16,60,2799,0,9,2,1,1
0,3,3,62,1,15-16,60,1399,0,9,2,1,1
0,3,8,54,1,15-16,60,3200,0,9,2,1,1
0,3,8,54,1,15-16,60,3200,0,9,2,1,1
0,3,2,72,3,14-15,60,1995,0,9,2,1,1
0,3,2,72,3,14-15,60,1995,0,9,2,1,1
0,3,5,70,3,14-15,60,1560,0,9,2,1,1
0,3,5,70,3,14-15,60,1560,0,9,2,1,1
0,3,8,29,7,19-20,60,1587,0,19,2,1,1
0,3,8,29,7,19-20,60,1587,0,19,2,1,1
3,3,8,60,4,9-10,30,7698,3,21,1,1,1
0,5,23,84,1,16-17,60,1493,0,9,2,2,1
0,3,3,78,4,15-16,60,1598,0,9,2,1,1
0,3,3,78,4,15-16,60,1598,0,9,2,1,1
0,3,7,49,4,15-16,60,9365,0,21,2,1,1
0,5,12,22,6,22-23,60,1388,0,9,2,1,1
0,3,8,72,2,13-14,60,125,0,3,2,1,1
0,5,4,44,1,17-18,60,999,0,5,2,1,1
0,3,14,38,7,22-23,60,1896,0,9,2,1,1
0,5,15,32,3,5-6,60,1900,0,9,2,2,1
0,3,7,64,3,8-9,60,12882,0,21,2,2,1
3,3,13,21,2,13-14,60,1598,3,9,2,2,1
3,3,13,21,2,13-14,60,1598,3,9,2,2,1
3,3,13,21,2,13-14,60,1598,3,9,2,2,1
0,3,12,27,1,11-12,30,1360,0,9,2,1,1
8,6,8,39,5,10-11,30,1587,8,9,1,2,1
0,3,8,61,5,17-18,40,1598,0,9,2,1,1
0,3,11,21,1,20-21,70,1796,0,9,2,2,1
0,3,2,17,1,20-21,70,124,0,3,2,2,1
8,3,20,67,6,13-14,30,1587,8,21,1,1,1
0,3,3,36,4,13-14,30,12419,0,21,1,2,1
0,3,11,50,4,9-10,70,1995,0,9,2,1,1
0,4,8,30,3,19-20,30,1587,0,9,2,1,1
0,3,1,18,2,19-20,60,1229,0,9,2,2,1
3,5,1,19,6,14-15,40,806,3,5,2,1,1
3,5,8,52,6,14-15,40,1587,3,9,2,1,1
0,3,11,18,4,23-24,70,1299,0,9,2,1,1
0,5,12,64,5,11-12,30,1686,0,9,2,1,1
0,3,16,47,7,13-14,60,599,0,5,2,1,1
0,3,2,21,7,13-14,60,2000,0,9,2,1,1
0,3,10,18,3,12-13,70,1229,0,9,2,1,1
0,3,10,18,3,12-13,70,1229,0,9,2,1,1
0,3,27,42,1,11-12,60,750,0,5,2,1,1
0,3,2,50,1,11-12,60,2179,0,9,2,1,1
0,3,5,53,5,14-15,60,1596,0,9,2,1,1
0,3,2,51,5,14-15,60,12902,0,21,2,1,1
0,3,6,89,4,15-16,60,1242,0,9,2,1,1
0,3,8,48,6,21-22,40,1587,0,9,2,1,1
3,4,10,84,4,14-15,30,1596,3,9,1,1,1
0,4,17,19,6,19-20,60,599,0,5,2,1,1
0,4,8,29,6,19-20,60,1968,0,9,2,1,1
0,3,11,29,5,17-18,40,3189,0,9,1,1,1
0,4,6,24,6,20-21,60,3999,0,9,2,1,1
0,4,6,24,6,20-21,60,3999,0,9,2,1,1
0,4,6,77,6,20-21,60,1582,0,9,2,1,1
0,4,6,77,6,20-21,60,1582,0,9,2,1,1
0,3,3,33,2,8-9,60,1598,0,9,2,1,1
0,3,20,54,7,14-15,60,749,0,5,2,1,1
0,3,12,73,7,14-15,60,1598,0,9,2,1,1
0,3,12,73,7,14-15,60,1598,0,9,2,1,1
0,3,8,81,4,15-16,30,1587,0,1,1,1,1
0,3,6,20,6,13-14,60,696,0,5,2,1,1
0,3,8,34,5,10-11,40,124,0,3,1,1,1
0,3,8,20,5,10-11,40,1398,0,9,1,1,1
0,6,15,27,5,1-2,60,2979,0,9,2,1,1
0,6,15,27,5,1-2,60,2979,0,9,2,1,1
3,4,10,46,5,14-15,30,1868,3,19,2,1,1
0,3,11,24,1,20-21,50,1242,0,9,2,1,1
0,3,11,24,1,20-21,50,1242,0,9,2,1,1
0,3,7,42,1,20-21,50,12900,0,21,2,1,1
0,3,6,64,3,22-23,60,1422,0,9,2,2,1
0,5,8,19,5,3-4,60,1587,0,9,2,1,1
0,6,9,46,6,7-8,30,12580,0,21,1,2,1
3,5,8,32,6,0-1,60,1587,3,9,2,1,1
3,5,8,32,6,0-1,60,1587,3,9,2,1,1
3,5,8,32,6,0-1,60,1587,3,9,2,1,1
3,5,8,32,6,0-1,60,1587,3,9,2,1,1
3,5,8,32,6,0-1,60,1587,3,9,2,1,1
0,4,12,82,3,13-14,60,1339,0,9,2,1,1
0,4,11,64,3,13-14,60,1990,0,9,2,1,1
3,4,5,43,3,7-8,60,1248,3,9,2,1,1
3,4,13,35,3,7-8,60,955,3,5,2,1,1
0,3,8,19,3,17-18,60,1587,0,9,2,2,1
0,3,4,56,3,17-18,60,1248,0,9,2,2,1
0,3,8,46,3,6-7,70,1587,0,1,2,2,1
1,3,16,19,1,2-3,30,599,1,5,1,1,1
1,3,16,19,1,2-3,30,599,1,5,1,1,1
3,3,10,27,1,20-21,30,1364,3,9,1,1,1
0,1,15,59,7,6-7,70,1896,0,9,2,1,1
0,1,15,59,7,6-7,70,1896,0,9,2,1,1
0,1,15,59,7,6-7,70,1896,0,9,2,1,1
0,1,15,59,7,6-7,70,1896,0,9,2,1,1
0,4,8,40,3,8-9,60,1587,0,9,2,4,1
0,4,3,41,3,8-9,60,4461,0,21,2,4,1
0,5,3,49,2,7-8,60,4461,0,19,2,1,1
0,5,8,54,2,7-8,60,1587,0,9,2,1,1
0,5,8,54,2,7-8,60,1587,0,9,2,1,1
0,1,13,33,7,23-24,70,2099,0,9,2,1,1
0,1,13,33,7,23-24,70,2099,0,9,2,1,1
0,3,10,28,6,0-1,60,1240,0,9,2,1,1
0,3,8,53,2,11-12,30,1587,0,21,1,2,1
0,3,4,22,4,6-7,30,1968,0,9,2,1,1
0,4,10,20,3,23-24,60,1229,0,9,2,1,1
0,4,10,20,3,23-24,60,1229,0,9,2,1,1
0,4,10,20,3,23-24,60,1229,0,9,2,1,1
0,4,10,20,3,23-24,60,1229,0,9,2,1,1
0,4,1,64,3,23-24,60,2179,0,9,2,1,1
2,5,8,89,7,13-14,20,1587,2,22,1,1,1
0,3,10,32,6,23-24,70,2499,0,9,2,2,1
0,3,10,32,6,23-24,70,2499,0,9,2,2,1
0,3,10,32,6,23-24,70,2499,0,9,2,2,1
3,4,3,42,3,11-12,60,1968,3,9,2,1,1
3,4,10,61,3,11-12,60,750,3,5,2,1,1
8,4,17,23,6,15-16,60,599,8,5,2,1,1
8,4,9,71,6,15-16,60,1968,8,8,2,1,1
9,3,8,23,4,12-13,40,1388,9,9,2,1,1
9,3,9,43,4,12-13,40,3920,9,21,2,1,1
0,3,3,76,5,16-17,40,1396,0,9,1,1,1
0,3,5,34,5,16-17,40,1598,0,9,1,1,1
0,3,8,50,7,21-22,70,1587,0,3,2,2,1
0,3,11,83,6,11-12,30,2171,0,9,1,1,1
3,6,6,88,3,11-12,30,1390,3,9,1,1,1
3,6,6,88,3,11-12,30,1390,3,9,1,1,1
8,6,21,33,2,9-10,40,124,8,3,2,2,1
0,3,9,28,2,1-2,70,1149,0,9,2,1,1
0,6,9,16,3,2-3,30,1910,0,9,1,1,1
0,3,7,33,7,17-18,70,599,0,5,2,1,1
0,3,7,33,7,17-18,70,599,0,5,2,1,1
8,3,1,45,1,10-11,70,1968,8,9,2,1,1
8,3,4,38,1,10-11,70,999,8,5,2,1,1
0,5,17,21,1,3-4,60,1527,0,9,2,1,1
0,5,17,21,1,3-4,60,1527,0,9,2,1,1
8,4,6,48,3,12-13,30,1248,8,9,1,1,1
0,5,6,33,6,16-17,60,1896,0,9,2,2,1
3,5,8,43,2,15-16,30,1587,3,20,1,2,1
0,3,8,29,3,18-19,70,1587,0,9,1,1,1
0,3,4,38,3,18-19,70,10837,0,21,1,1,1
8,6,4,62,2,15-16,30,1390,8,9,1,1,1
8,6,4,62,2,15-16,30,1390,8,9,1,1,1
3,4,8,54,2,17-18,30,1587,3,1,1,1,1
1,6,9,51,6,11-12,30,1968,1,19,1,1,1
0,1,2,43,1,9-10,70,1598,0,9,2,1,1
0,1,9,49,1,9-10,70,1461,0,9,2,1,1
0,1,9,49,1,9-10,70,1461,0,9,2,1,1
0,1,9,49,1,9-10,70,1461,0,9,2,1,1
0,2,8,38,3,5-6,70,1998,0,9,2,1,1
0,2,8,53,3,19-20,70,883,0,4,2,2,1
0,1,8,41,4,19-20,70,1587,0,21,2,1,1
0,6,12,44,6,9-10,30,1998,0,9,1,1,1
3,4,4,48,4,13-14,30,124,3,3,1,1,1
1,3,5,18,7,18-19,50,1149,1,9,1,2,1
0,3,17,84,5,16-17,40,3199,0,9,2,2,1
0,3,17,84,5,16-17,40,3199,0,9,2,2,1
0,3,10,30,1,1-2,70,1388,0,9,2,2,1
0,4,4,48,4,17-18,30,1996,0,19,1,1,1
6,6,8,72,3,8-9,60,1587,6,9,2,2,1
3,6,2,61,6,16-17,30,9360,3,11,1,1,1
0,6,11,93,4,18-19,30,1461,0,9,1,1,1
0,4,15,32,1,3-4,30,2494,0,9,1,1,1
0,4,15,32,1,3-4,30,2494,0,9,1,1,1
0,4,15,32,1,3-4,30,2494,0,9,1,1,1
0,4,15,32,1,3-4,30,2494,0,9,1,1,1
0,3,15,30,1,3-4,40,1781,0,9,1,2,1
3,4,9,52,5,8-9,40,1229,3,9,1,1,1
0,3,6,64,6,20-21,40,1560,0,9,2,1,1
1,6,8,40,4,7-8,30,1587,1,20,1,1,1
1,6,8,40,4,7-8,30,1587,1,20,1,1,1
1,6,15,45,4,7-8,30,11929,1,21,1,1,1
0,1,8,40,6,13-14,70,1587,0,19,2,1,1
0,1,8,40,6,13-14,70,1587,0,19,2,1,1
0,1,1,47,6,13-14,70,1560,0,9,2,1,1
0,1,1,47,6,13-14,70,1560,0,9,2,1,1
3,3,9,23,4,7-8,40,1598,3,9,1,1,1
0,3,8,50,1,16-17,70,1587,0,21,2,1,1
0,3,3,78,3,15-16,60,1995,0,9,2,1,1
0,3,3,78,3,15-16,60,1995,0,9,2,1,1
0,3,2,65,3,15-16,60,998,0,9,2,1,1
0,3,2,65,3,15-16,60,998,0,9,2,1,1
0,4,5,61,3,18-19,40,999,0,9,2,1,1
0,3,12,52,4,17-18,70,647,0,5,2,1,1
0,3,7,42,1,22-23,60,599,0,4,2,1,1
3,3,11,61,4,13-14,60,1164,3,5,2,1,1
0,4,8,18,1,8-9,30,1198,0,9,2,1,1
0,4,8,18,1,8-9,30,1198,0,9,2,1,1
0,1,5,59,2,22-23,70,12777,0,21,2,1,1
0,6,3,64,1,8-9,30,1587,0,17,2,1,1
0,3,13,22,5,20-21,30,1896,0,9,1,1,1
3,4,3,27,6,19-20,30,675,3,5,1,1,1
0,6,8,63,5,12-13,30,998,0,9,1,1,1
0,6,8,63,5,12-13,30,998,0,9,1,1,1
0,6,8,37,7,13-14,60,999,0,9,2,1,1
0,6,8,37,7,13-14,60,999,0,9,2,1,1
0,6,11,52,7,13-14,60,3222,0,9,2,1,1
0,6,11,52,7,13-14,60,3222,0,9,2,1,1
0,6,8,43,1,15-16,60,1587,0,1,2,2,1
1,3,16,21,7,2-3,30,1600,1,9,2,1,1
3,6,8,48,5,16-17,30,1587,3,11,1,1,1
0,3,8,42,7,5-6,60,1587,0,1,2,1,1
0,4,5,29,5,22-23,60,1364,0,9,1,1,1
0,4,3,46,5,22-23,60,1968,0,9,1,1,1
0,6,8,22,5,3-4,40,1587,0,19,1,1,1
0,6,3,62,5,3-4,40,12777,0,21,1,1,1
5,1,1,53,6,5-6,70,250,5,4,2,2,1
0,6,9,52,4,22-23,40,1157,0,5,2,2,1
0,3,3,62,2,13-14,70,12900,0,21,2,1,1
0,3,8,68,2,13-14,70,1587,0,17,2,1,1
0,3,4,20,2,13-14,70,1560,0,19,2,1,1
0,6,22,36,4,19-20,60,1052,0,5,2,1,1
0,6,22,36,4,19-20,60,1052,0,5,2,1,1
0,3,8,24,6,23-24,40,125,0,3,1,1,1
0,4,13,30,4,15-16,60,1598,0,9,2,2,1
0,4,8,56,4,15-16,60,1587,0,20,2,2,1
0,4,8,56,4,15-16,60,1587,0,20,2,2,1
3,3,13,73,2,20-21,60,1753,3,9,2,1,1
3,3,1,39,2,20-21,60,1598,3,9,2,1,1
3,3,8,24,5,19-20,40,1587,3,9,1,1,1
0,1,1,26,6,3-4,70,2143,0,9,2,1,1
0,5,1,24,7,21-22,60,1798,0,9,2,1,1
0,3,8,28,1,15-16,60,2000,0,9,2,1,1
0,3,8,50,1,15-16,60,1587,0,9,2,1,1
0,3,8,50,1,15-16,60,1587,0,9,2,1,1
3,3,7,30,3,13-14,60,599,3,5,2,1,1
0,6,12,70,2,18-19,30,2685,0,9,1,2,1
0,6,8,31,2,2-3,30,2000,0,9,1,1,1
0,6,8,31,2,2-3,30,2000,0,9,1,1,1
0,6,8,31,2,2-3,30,2000,0,9,1,1,1
0,5,10,81,5,13-14,30,2460,0,90,2,1,1
0,5,10,81,5,13-14,30,2460,0,90,2,1,1
0,3,14,65,1,19-20,60,1999,0,9,2,1,1
0,3,2,32,1,19-20,60,1995,0,9,2,1,1
0,3,10,81,6,16-17,40,1149,0,9,2,1,1
0,3,10,81,6,16-17,40,1149,0,9,2,1,1
0,3,10,81,6,16-17,40,1149,0,9,2,1,1
0,3,10,48,6,16-17,40,15607,0,21,2,1,1
0,1,15,27,6,23-24,70,929,0,5,1,1,1
0,1,14,32,1,19-20,70,2171,0,9,1,1,1
0,1,13,63,1,19-20,70,1149,0,9,1,1,1
0,1,13,63,1,19-20,70,1149,0,9,1,1,1
0,1,7,59,1,19-20,70,1968,0,9,1,1,1
0,3,14,29,3,18-19,60,1997,0,9,2,2,1
0,3,8,35,3,18-19,60,1587,0,9,2,2,1
0,3,11,28,4,13-14,60,1341,0,9,2,2,1
0,3,1,44,4,13-14,60,2198,0,19,2,2,1
0,3,11,75,1,11-12,50,998,0,5,2,1,1
0,3,8,49,1,14-15,60,1587,0,5,2,1,1
0,3,10,41,1,14-15,60,1170,0,5,2,1,1
0,3,8,45,6,2-3,50,1796,0,9,2,2,1
0,3,6,24,3,21-22,40,124,0,3,2,1,1
3,4,8,54,7,10-11,50,1587,3,1,2,1,1
0,3,8,50,3,12-13,40,124,0,4,2,1,1
0,3,6,33,6,14-15,70,12900,0,21,2,1,1
0,3,10,41,6,14-15,70,1896,0,9,2,1,1
0,3,10,41,6,14-15,70,1896,0,9,2,1,1
0,3,10,41,6,14-15,70,1896,0,9,2,1,1
0,3,10,41,6,14-15,70,1896,0,9,2,1,1
0,3,13,45,5,22-23,60,1998,0,9,2,2,1
0,1,5,75,2,15-16,70,2400,0,9,2,1,1
0,1,5,75,2,15-16,70,2400,0,9,2,1,1
1,3,8,20,4,12-13,60,1587,1,1,1,2,1
9,3,11,81,2,18-19,50,1596,9,9,2,1,1
6,3,8,29,5,17-18,50,12900,6,21,2,1,1
6,3,2,25,5,17-18,50,2198,6,19,2,1,1
0,6,8,54,5,23-24,60,1587,0,1,2,1,1
0,1,14,17,2,19-20,70,1199,0,9,2,1,1
0,3,9,79,6,14-15,50,1248,0,9,2,1,1
0,3,9,79,6,14-15,50,1248,0,9,2,1,1
0,6,8,52,7,17-18,60,1794,0,9,2,1,1
8,3,2,19,2,16-17,60,124,8,3,2,1,1
6,6,11,90,6,15-16,30,1149,6,9,2,1,1
6,6,11,90,6,15-16,30,1149,6,9,2,1,1
6,6,2,37,6,15-16,30,1968,6,9,2,1,1
6,6,2,37,6,15-16,30,1968,6,9,2,1,1
6,6,2,37,6,15-16,30,1968,6,9,2,1,1
6,6,2,37,6,15-16,30,1968,6,9,2,1,1
0,3,7,37,6,23-24,70,1998,0,8,2,1,1
0,3,4,73,1,15-16,70,1386,0,9,2,1,1
0,3,4,53,1,15-16,70,1968,0,9,2,1,1
0,3,8,42,1,15-16,70,1598,0,9,2,1,1
5,1,8,23,2,3-4,70,1587,5,1,2,1,1
0,3,12,20,5,8-9,50,998,0,9,2,4,1
0,3,2,50,5,8-9,50,2993,0,9,2,4,1
0,3,2,50,5,8-9,50,2993,0,9,2,4,1
8,3,8,20,6,7-8,60,998,8,9,2,1,1
8,3,8,41,6,7-8,60,12740,8,21,2,1,1
0,3,1,55,4,8-9,70,2198,0,19,2,1,1
0,3,13,18,4,8-9,70,1242,0,9,2,1,1
0,1,8,29,2,20-21,70,1364,0,9,2,1,1
0,1,8,29,2,20-21,70,1364,0,9,2,1,1
0,4,8,27,2,15-16,40,1587,0,9,2,1,1
0,4,8,27,2,15-16,40,1587,0,9,2,1,1
0,1,5,61,7,7-8,70,1596,0,9,2,2,1
0,1,5,61,7,7-8,70,1596,0,9,2,2,1
0,1,1,46,7,7-8,70,1364,0,9,2,2,1
0,1,15,63,7,7-8,70,2967,0,9,2,2,1
0,1,9,59,7,7-8,70,2946,0,9,2,2,1
0,1,9,59,7,7-8,70,2946,0,9,2,2,1
0,1,11,20,7,7-8,70,1086,0,9,2,2,1
0,1,11,44,7,7-8,70,1341,0,9,2,2,1
0,1,19,48,7,7-8,70,2435,0,9,2,2,1
0,1,1,47,7,7-8,70,998,0,9,2,2,1
0,1,8,40,7,7-8,70,1975,0,9,2,2,1
0,1,2,56,7,7-8,70,2199,0,9,2,2,1
0,1,2,56,7,7-8,70,2199,0,9,2,2,1
0,1,12,43,7,7-8,70,1796,0,9,2,2,1
0,1,12,43,7,7-8,70,1796,0,9,2,2,1
0,1,7,53,7,7-8,70,1999,0,9,2,2,1
0,1,2,67,7,7-8,70,3200,0,9,2,2,1
0,1,32,69,7,7-8,70,3839,0,9,2,2,1
0,1,1,27,7,7-8,70,1598,0,9,2,2,1
0,1,7,49,7,7-8,70,1753,0,9,2,2,1
0,1,11,51,7,7-8,70,3200,0,9,2,2,1
0,1,11,51,7,7-8,70,3200,0,9,2,2,1
0,1,5,59,7,7-8,70,1339,0,9,2,2,1
0,1,5,59,7,7-8,70,1339,0,9,2,2,1
0,1,8,40,7,7-8,70,1587,0,9,2,2,1
0,1,8,40,7,7-8,70,1587,0,9,2,2,1
0,1,1,54,7,7-8,70,1598,0,9,2,2,1
0,1,9,59,7,7-8,70,1998,0,9,2,2,1
0,1,9,59,7,7-8,70,1998,0,9,2,2,1
0,1,8,60,7,7-8,70,1587,0,19,2,2,1
0,1,7,62,7,7-8,70,1388,0,9,2,2,1
0,1,18,50,7,7-8,70,1999,0,9,2,2,1
0,1,18,50,7,7-8,70,1999,0,9,2,2,1
0,1,18,50,7,7-8,70,1999,0,9,2,2,1
0,1,8,33,7,7-8,70,998,0,9,2,2,1
0,1,8,54,7,7-8,70,1587,0,9,2,2,1
0,3,1,25,3,9-10,50,2198,0,19,2,1,1
0,3,5,71,3,9-10,50,2198,0,19,2,1,1
0,3,8,52,5,21-22,60,1587,0,1,2,2,1
3,3,9,78,6,12-13,60,1596,3,9,2,2,1
3,3,8,57,6,12-13,60,1360,3,9,2,2,1
3,3,8,51,6,12-13,60,1587,3,9,2,2,1
3,3,8,51,6,12-13,60,1587,3,9,2,2,1
8,3,3,37,6,0-1,60,998,8,9,2,1,1
3,3,14,22,2,14-15,40,1781,3,9,1,1,1
3,3,9,32,2,14-15,40,2993,3,9,1,1,1
3,3,13,63,2,14-15,40,2319,3,9,1,1,1
1,6,11,33,7,0-1,30,1396,1,9,1,1,1
1,6,11,33,7,0-1,30,1396,1,9,1,1,1
0,3,8,70,6,8-9,60,1998,0,9,2,2,1
0,3,7,56,6,8-9,60,1229,0,9,2,2,1
0,3,7,56,6,8-9,60,1229,0,9,2,2,1
0,3,1,23,5,20-21,60,2198,0,19,2,2,1
0,3,1,23,5,20-21,60,2198,0,19,2,2,1
0,3,15,36,5,20-21,60,1896,0,19,2,2,1
0,3,15,36,5,20-21,60,1896,0,19,2,2,1
0,3,8,71,3,18-19,50,1587,0,1,1,2,1
0,1,8,60,2,21-22,70,1560,0,9,2,1,1
0,1,8,60,2,21-22,70,1560,0,9,2,1,1
0,1,8,60,2,21-22,70,1560,0,9,2,1,1
0,1,8,60,2,21-22,70,1560,0,9,2,1,1
0,1,8,60,2,21-22,70,1560,0,9,2,1,1
0,1,8,60,2,21-22,70,1560,0,9,2,1,1
0,1,8,60,2,21-22,70,1560,0,9,2,1,1
1,6,10,49,7,1-2,50,2393,1,9,2,1,1
0,3,10,43,2,18-19,60,125,0,2,2,1,1
3,3,7,39,5,14-15,30,2148,3,8,1,2,1
0,3,8,68,4,10-11,40,1587,0,1,1,1,1
0,1,8,45,3,7-8,70,4500,0,21,2,1,1
0,1,8,45,3,7-8,70,4500,0,21,2,1,1
0,5,13,19,6,16-17,60,1299,0,9,2,1,1
0,3,12,33,6,22-23,70,1998,0,9,2,1,1
0,1,1,33,6,7-8,70,10837,0,21,2,1,1
0,1,1,33,6,7-8,70,10837,0,21,2,1,1
0,3,8,43,3,8-9,60,12740,0,21,2,1,1
5,1,8,55,4,7-8,70,10837,5,21,2,1,1
5,1,4,35,4,7-8,70,1390,5,9,2,1,1
5,1,1,24,4,7-8,70,1398,5,9,2,1,1
5,1,8,68,4,7-8,70,1968,5,9,2,1,1
5,1,8,52,4,7-8,70,1587,5,9,2,1,1
0,3,22,23,6,18-19,60,1597,0,9,2,1,1
0,3,2,60,6,18-19,60,1598,0,9,2,1,1
6,3,6,32,5,13-14,30,12777,6,21,1,2,1
0,1,16,52,6,16-17,70,892,0,5,2,1,1
0,1,8,57,7,19-20,70,2198,0,9,2,1,1
0,1,8,57,7,19-20,70,2198,0,9,2,1,1
0,3,8,37,2,22-23,50,1587,0,9,2,1,1
0,3,6,35,5,0-1,40,1896,0,8,1,2,1
0,3,8,32,5,7-8,70,1587,0,1,2,2,1
0,6,8,65,3,9-10,40,1587,0,9,2,2,1
0,3,14,40,7,17-18,70,1995,0,9,2,1,1
0,3,14,40,7,17-18,70,1995,0,9,2,1,1
0,3,14,40,7,17-18,70,1995,0,9,2,1,1
0,3,14,40,7,17-18,70,1995,0,9,2,1,1
0,6,16,21,6,17-18,30,1360,0,9,1,1,1
0,6,11,50,7,10-11,60,919,0,5,2,1,1
0,6,14,48,6,15-16,60,1000,0,5,2,1,1
0,1,13,45,5,9-10,70,1600,0,9,2,2,1
0,1,10,29,5,9-10,70,1598,0,9,2,2,1
8,6,2,35,2,7-8,30,1461,8,9,1,2,1
0,6,1,19,6,17-18,30,649,0,5,1,1,1
0,6,9,23,7,22-23,30,2148,0,19,1,2,1
0,3,2,56,1,7-8,60,2231,0,9,2,2,1
0,3,12,21,1,7-8,60,1388,0,9,2,2,1
0,6,8,60,7,1-2,60,1587,0,1,2,2,1
0,3,7,39,7,0-1,70,1461,0,9,2,2,1
0,4,6,88,1,13-14,60,1587,0,9,2,1,1
0,4,6,88,1,13-14,60,1587,0,9,2,1,1
0,4,8,27,1,13-14,60,1587,0,1,2,1,1
0,4,11,57,1,13-14,60,1596,0,9,2,1,1
0,4,11,57,1,13-14,60,1596,0,9,2,1,1
0,4,2,68,1,13-14,60,1560,0,9,2,1,1
0,4,2,68,1,13-14,60,1560,0,9,2,1,1
0,3,12,48,1,16-17,60,1299,0,5,2,1,1
0,3,5,44,1,16-17,60,1598,0,9,2,1,1
0,3,5,44,1,16-17,60,1598,0,9,2,1,1
0,3,5,44,1,16-17,60,1598,0,9,2,1,1
0,3,5,44,1,16-17,60,1598,0,9,2,1,1
3,3,12,55,2,13-14,30,1200,3,5,1,1,1
3,3,3,35,2,13-14,30,1368,3,9,1,1,1
3,3,3,35,2,13-14,30,1368,3,9,1,1,1
0,6,29,46,7,3-4,60,1990,0,9,2,1,1
0,6,29,46,7,3-4,60,1990,0,9,2,1,1
3,6,8,57,1,17-18,60,1587,3,1,2,1,1
0,3,11,64,1,16-17,70,4196,0,9,2,1,1
0,3,11,64,1,16-17,70,4196,0,9,2,1,1
0,3,8,44,1,16-17,70,1587,0,21,2,1,1
0,3,8,31,5,21-22,60,599,0,5,2,1,1
0,3,11,42,5,21-22,60,1868,0,9,2,1,1
0,6,4,36,7,18-19,40,1686,0,9,2,1,1
0,6,4,36,7,18-19,40,1686,0,9,2,1,1
0,6,4,36,7,18-19,40,1686,0,9,2,1,1
0,6,11,24,7,18-19,40,645,0,5,2,1,1
0,3,8,48,4,19-20,60,1587,0,1,2,1,1
0,3,14,25,7,22-23,60,1679,0,9,2,2,1
0,3,4,35,7,22-23,60,7146,0,90,2,2,1
0,3,4,35,7,22-23,60,7146,0,90,2,2,1
0,3,14,65,1,14-15,40,1590,0,9,2,1,1
0,3,14,65,1,14-15,40,1590,0,9,2,1,1
0,3,14,65,1,14-15,40,1590,0,9,2,1,1
0,3,4,67,1,14-15,40,1388,0,9,2,1,1
0,3,4,67,1,14-15,40,1388,0,9,2,1,1
0,3,4,54,1,19-20,60,998,0,9,2,2,1
0,3,25,37,7,15-16,70,1998,0,9,2,1,1
0,1,3,30,2,15-16,70,1200,0,9,2,1,1
5,3,4,28,4,9-10,70,998,5,9,1,1,1
5,3,17,73,4,9-10,70,3952,5,9,1,1,1
6,3,8,93,4,10-11,40,1587,6,22,2,1,1
0,3,10,43,6,5-6,60,1995,0,9,2,1,1
0,3,9,21,1,14-15,60,125,0,3,2,1,1
0,4,12,69,4,11-12,60,1298,0,9,2,1,1
0,4,13,42,4,11-12,60,1896,0,9,2,1,1
0,4,8,22,7,1-2,40,1587,0,9,2,2,1
6,6,3,25,1,14-15,30,124,6,3,1,2,1
3,6,8,29,6,7-8,40,1587,3,9,2,2,1
3,6,8,29,6,7-8,40,1587,3,9,2,2,1
3,6,8,20,7,2-3,30,1587,3,9,1,2,1
0,3,10,81,3,12-13,60,1896,0,9,2,2,1
5,1,3,32,3,17-18,70,12809,5,21,1,1,1
5,1,6,34,3,17-18,70,1753,5,9,1,1,1
5,1,6,34,3,17-18,70,1753,5,9,1,1,1
5,1,6,48,3,17-18,70,11705,5,21,1,1,1
0,6,14,26,4,23-24,40,1596,0,9,2,2,1
5,1,1,37,1,2-3,70,1598,5,9,2,1,1
0,3,12,57,7,1-2,40,1896,0,9,1,1,1
0,4,8,37,1,21-22,50,1587,0,9,2,1,1
0,4,8,37,1,21-22,50,1587,0,9,2,1,1
0,3,8,46,2,16-17,30,1050,0,5,1,1,1
0,3,1,34,2,16-17,30,1461,0,9,1,1,1
0,3,7,18,1,22-23,50,1390,0,9,2,1,1
0,3,7,18,1,22-23,50,1390,0,9,2,1,1
0,3,7,18,1,22-23,50,1390,0,9,2,1,1
0,3,8,27,1,22-23,50,1242,0,9,2,1,1
0,3,21,27,2,22-23,40,2494,0,9,2,1,1
0,5,11,34,5,6-7,40,1686,0,19,2,1,1
0,5,5,50,5,6-7,40,1686,0,9,2,1,1
0,5,5,50,5,6-7,40,1686,0,9,2,1,1
0,5,8,55,5,6-7,40,1587,0,1,2,1,1
0,3,6,69,4,10-11,30,1390,0,9,2,1,1
0,3,13,41,3,7-8,40,1299,0,5,1,1,1
0,3,8,37,7,2-3,30,1587,0,9,1,1,1
